X,Y
986,1084
579,651
208,788
70,659
403,944
403,760
506,680
1032,1028
986,862
100,1028
467,595
657,1074
97,1002
143,899
657,762
180,733
579,596
947,1058
476,1168
320,863
355,651
356,605
763,818
657,688
109,1140
30,1082
689,845
403,818
1143,808
848,760
70,735
292,710
728,709
356,836
475,733
1214,1058
986,818
100,1058
1058,1002
363,788
367,1058
468,788
770,880
578,1028
548,578
1206,1168
1177,1168
1141,1168
1102,1168
1066,1168
1032,1168
993,1168
954,1168
921,1168
882,1168
846,1168
807,1168
771,1168
734,1168
698,1168
664,1168
623,1168
586,1168
550,1168
514,1168
439,1168
403,1168
363,1168
328,1168
294,1168
258,1168
216,1168
180,1168
143,1168
108,1168
68,1168
32,1168
1206,1139
1177,1139
1141,1139
1102,1139
1066,1139
1032,1139
993,1139
954,1139
921,1139
882,1139
846,1139
807,1139
771,1139
734,1139
698,1139
664,1139
623,1139
586,1139
550,1139
514,1139
475,1139
439,1139
403,1139
363,1139
328,1139
286,1139
258,1139
216,1139
180,1139
143,1139
68,1139
32,1139
100,1121
1206,1113
1177,1113
1141,1113
1102,1113
1066,1113
1032,1113
993,1113
954,1113
921,1113
882,1113
846,1113
807,1113
771,1113
734,1113
698,1113
664,1113
623,1113
586,1113
550,1113
514,1113
475,1113
439,1113
403,1113
363,1113
328,1113
294,1113
258,1113
216,1113
180,1113
143,1113
61,1113
32,1113
108,1102
1169,1094
1134,1094
1094,1094
1058,1094
1024,1094
947,1094
913,1094
874,1094
838,1094
799,1094
763,1094
727,1094
691,1094
615,1094
579,1094
543,1094
506,1094
468,1094
431,1094
395,1094
356,1094
320,1094
286,1094
250,1094
208,1094
173,1094
136,1094
68,1094
1206,1084
1177,1065
1141,1065
1102,1065
1066,1065
1032,1065
993,1065
921,1065
882,1065
846,1065
807,1065
771,1065
734,1065
698,1065
623,1065
586,1065
550,1065
514,1065
475,1065
439,1065
403,1065
328,1065
294,1065
258,1065
216,1065
180,1065
143,1065
68,1065
32,1058
1169,1046
1134,1046
1094,1046
1058,1046
986,1046
913,1046
874,1046
838,1046
799,1046
763,1046
727,1046
691,1046
664,1046
615,1046
543,1046
506,1046
468,1046
431,1046
395,1046
320,1046
286,1046
250,1046
208,1046
173,1046
136,1046
61,1046
1206,1039
954,1039
356,1039
32,1028
1177,1021
1141,1021
1102,1021
1066,1021
993,1021
920,1021
882,1021
846,1021
807,1021
771,1021
734,1021
698,1021
664,1021
623,1021
550,1021
514,1021
475,1021
439,1021
403,1021
328,1021
294,1021
258,1021
216,1021
180,1021
143,1021
68,1021
1206,1010
954,1010
363,1010
1134,1002
1094,1002
1032,1002
986,1002
913,1002
874,1002
838,1002
799,1002
763,1002
727,1002
691,1002
657,1002
615,1002
586,1002
543,1002
506,1002
468,1002
431,1002
320,1002
286,1002
250,1002
208,1002
173,1002
136,1002
61,1002
32,1002
1177,991
947,991
403,991
356,991
1206,983
1141,983
1102,983
1066,983
1024,983
993,983
920,983
882,983
846,983
807,983
771,983
