X,Y
108,623
32,852
691,926
763,742
403,992
1058,966
468,771
250,771
108,882
624,660
1060,1070
917,1035
547,957
475,1146
100,1067
1214,697
763,879
1141,963
100,742
395,854
1206,1177
1141,1177
1066,1177
993,1177
921,1177
846,1177
771,1177
698,1177
623,1177
550,1177
475,1177
403,1177
328,1177
258,1177
180,1177
100,1177
32,1177
1206,1147
1141,1147
1066,1147
993,1147
921,1147
838,1147
771,1147
698,1147
623,1147
550,1147
395,1147
328,1147
258,1147
180,1147
108,1147
32,1147
1206,1110
1141,1110
1066,1110
993,1110
921,1110
846,1110
771,1110
698,1110
623,1110
550,1110
475,1110
403,1110
328,1110
258,1110
180,1110
108,1110
32,1103
1206,1074
1141,1074
993,1074
921,1074
846,1074
771,1074
698,1074
623,1074
550,1074
475,1074
403,1074
328,1074
258,1074
180,1074
32,1074
1206,1037
1134,1037
1066,1037
993,1037
846,1037
771,1037
698,1037
623,1037
550,1037
475,1037
403,1037
328,1037
258,1037
180,1037
108,1037
32,1037
1206,999
1141,999
1066,999
993,999
920,999
846,999
771,999
698,999
623,999
550,999
475,999
328,999
258,999
180,999
108,999
32,999
1206,963
993,963
920,963
846,963
771,963
698,963
623,963
475,963
403,963
328,963
258,963
180,963
108,963
32,963
1206,926
1141,926
1066,926
993,926
920,926
846,926
771,926
623,926
550,926
475,926
403,926
328,926
258,926
180,926
108,926
32,926
1206,889
1141,889
1066,889
993,889
920,889
846,889
698,889
623,889
550,889
475,889
403,889
328,889
258,889
180,889
32,889
1206,852
1141,852
1066,852
993,852
920,852
846,852
770,852
698,852
623,852
550,852
475,852
328,852
258,852
180,852
108,852
1206,815
1141,815
1066,815
993,815
919,815
846,815
770,815
698,815
623,815
550,815
475,815
403,815
328,815
258,815
180,815
108,815
32,815
1206,778
1141,778
1066,778
993,778
919,778
846,778
770,778
698,778
623,778
550,778
403,778
328,778
180,778
108,778
32,778
1206,742
1141,742
1066,742
993,742
919,742
846,742
698,742
623,742
550,742
475,742
403,742
328,742
258,742
180,742
32,742
1141,705
1066,705
993,705
919,705
846,705
770,705
698,705
623,705
550,705
475,705
403,705
328,705
258,705
180,705
108,705
32,705
1206,668
1141,668
1066,668
993,668
919,668
846,668
770,668
698,668
550,668
475,668
403,668
328,668
258,668
180,668
108,668
32,668
1206,631
1141,631
1066,631
993,631
918,631
838,631
770,631
698,631
615,631
550,631
475,631
403,631
328,631
258,631
180,631
32,631
1206,594
1141,594
1066,594
993,594
918,594
846,594
770,594
698,594
623,594
550,594
475,594
403,594
328,594
258,594
180,594
108,594
32,594
