X,Y
842,177
290,177
1028,323
1137,232
1098,177
212,103
842,454
1173,177
660,509
547,122
621,306
842,474
435,177
212,323
694,66
694,362
324,380
878,325
472,122
915,398
582,288
842,435
950,602
582,362
915,66
324,268
254,471
105,177
324,435
619,417
1139,177
1062,474
621,454
1028,177
803,325
619,343
660,362
990,269
619,565
360,159
324,581
582,509
104,325
915,85
916,306
619,103
619,288
140,362
324,454
290,474
324,214
1137,159
324,398
915,435
399,177
582,232
621,435
694,288
988,177
621,380
918,417
510,471
619,251
212,474
990,362
324,140
324,197
399,474
1137,85
619,509
915,123
324,86
324,417
619,362
619,140
660,195
917,491
360,85
212,177
1062,323
694,232
324,103
621,398
916,288
254,177
324,343
140,269
619,232
324,306
324,234
138,177
990,122
510,177
730,325
360,122
842,103
621,214
1137,122
1028,474
915,48
140,232
660,66
917,581
324,251
619,68
64,325
324,46
767,325
1137,602
916,343
917,544
660,288
915,103
619,546
1098,474
990,232
324,160
619,195
660,269
324,544
917,214
660,232
619,528
472,602
619,85
990,159
324,563
582,85
914,251
140,122
1173,471
619,491
324,603
324,120
917,511
662,177
140,159
915,157
140,288
990,602
360,602
547,325
176,325
582,269
619,159
582,159
582,195
694,195
140,85
619,122
694,269
915,140
917,473
140,602
950,325
660,602
694,159
660,159
915,195
990,85
660,122
694,85
660,85
472,325
619,473
582,122
878,472
803,472
694,122
619,602
104,472
916,269
1137,325
695,602
582,602
582,325
990,325
917,600
360,325
140,325
730,472
1209,325
694,325
767,472
547,473
64,472
767,30
660,325
64,30
472,473
176,473
878,30
950,472
104,30
1209,380
803,30
1137,472
1209,454
1209,306
1209,177
1209,140
1209,417
1209,398
915,232
1209,435
730,30
619,30
1209,214
1173,30
1098,30
990,472
950,30
1209,251
1209,343
510,30
1209,103
360,472
1209,583
1062,30
254,30
64,619
842,30
290,30
1209,546
435,30
1028,30
1209,565
399,30
104,619
212,30
176,30
140,472
324,30
1209,491
547,30
1062,619
1209,509
1209,48
582,472
472,30
1209,528
694,472
660,472
254,619
324,619
1028,619
730,619
435,619
212,619
30,251
767,619
619,619
30,417
1209,66
878,619
1173,619
30,454
399,619
1209,362
290,619
842,619
29,491
30,398
360,30
30,380
1098,619
1137,30
510,619
