X,Y
1180,175
620,226
514,526
1063,189
362,189
986,304
472,87
1028,567
177,124
329,618
737,138
695,429
329,138
177,392
472,456
67,493
772,304
585,392
620,392
1028,604
288,175
433,618
400,226
362,226
329,249
71,526
986,175
329,378
876,341
1180,378
1028,466
918,567
433,175
1180,304
1138,466
876,249
772,212
772,175
177,364
510,392
510,189
400,189
1138,567
1138,189
543,618
362,392
986,249
177,152
737,249
362,567
100,175
472,411
100,138
100,618
288,304
288,341
100,249
100,378
543,378
255,466
543,138
620,152
142,429
400,327
737,378
1096,378
219,618
362,429
472,503
100,212
142,364
362,124
1180,249
737,304
255,226
1028,392
255,392
986,341
433,101
737,175
510,124
960,618
255,604
1063,392
1096,101
362,493
142,124
329,175
510,429
1138,392
620,364
733,448
695,567
1063,429
472,290
100,101
219,378
1028,152
737,212
914,526
1180,212
543,101
695,152
1028,429
400,567
1028,124
914,489
100,304
1028,364
801,526
695,364
259,433
843,493
585,364
737,341
1063,124
472,567
329,212
404,433
543,249
620,124
71,396
219,138
987,544
219,101
400,604
510,364
71,599
433,212
585,124
695,124
434,544
585,152
843,530
142,152
1180,341
33,544
288,581
219,212
472,392
1179,544
329,304
543,175
255,189
653,138
67,41
847,396
400,392
624,433
219,249
877,544
733,411
255,364
472,189
510,152
63,64
847,433
922,396
843,60
1138,124
771,544
472,604
177,429
653,101
472,327
843,50
876,581
1096,249
468,433
472,466
63,507
772,341
328,544
914,507
544,544
543,212
1206,378
543,304
218,544
329,341
801,433
653,618
1063,364
1138,364
843,503
843,263
1096,138
876,433
362,152
952,544
1063,152
1138,429
876,396
1105,618
1206,101
1180,581
108,544
288,433
433,341
255,152
653,249
661,544
219,304
433,304
100,341
653,378
733,577
960,138
922,433
472,226
843,86
986,433
843,290
362,364
653,175
951,378
955,493
255,124
329,581
960,249
801,599
71,433
288,396
29,614
839,599
951,341
1096,212
772,433
805,60
801,489
29,577
809,507
400,152
1180,396
289,544
1207,544
653,212
1206,249
1206,618
219,175
1032,27
960,175
955,419
33,526
986,396
955,511
34,46
951,304
737,396
1104,544
71,27
960,101
400,364
737,433
1180,433
1206,138
986,581
472,124
1096,175
543,341
472,31
801,396
1138,152
472,364
33,599
737,544
329,396
955,522
951,396
288,46
1206,212
400,124
433,581
653,304
772,396
33,433
219,341
771,526
880,448
433,396
960,212
733,485
843,327
922,64
1207,433
1096,304
329,433
986,46
100,433
100,396
955,466
884,526
805,31
181,27
884,599
843,31
733,522
843,466
29,493
288,599
100,581
733,60
880,411
33,341
733,511
994,507
433,433
1172,599
219,433
33,396
986,599
733,31
1105,341
1104,433
100,46
843,567
733,290
543,433
67,567
543,396
805,264
805,50
772,581
472,152
33,304
1134,27
441,599
219,581
400,31
733,50
101,507
654,396
805,289
255,31
653,341
33,212
543,581
884,507
33,507
737,599
1172,526
959,581
219,396
358,27
1104,396
1206,175
29,31
805,86
296,526
138,27
329,599
843,153
733,271
880,60
33,175
772,599
1206,341
329,46
1206,304
661,433
1067,27
733,319
771,507
843,123
733,559
843,226
33,138
101,526
987,526
1180,46
654,581
289,507
990,411
1097,46
29,559
1207,581
1179,507
805,319
733,79
441,526
328,526
733,197
733,356
884,489
914,360
33,249
211,526
805,467
843,197
434,507
1207,507
33,101
880,31
551,599
101,489
661,526
321,507
1207,396
551,507
917,319
33,64
1104,581
211,599
1104,507
805,234
952,599
1097,599
990,448
218,507
1097,526
805,197
733,234
101,27
733,116
620,31
71,360
63,323
551,526
733,474
296,489
771,489
1172,489
843,364
994,64
880,50
917,411
33,378
805,116
695,31
661,599
880,319
880,263
994,489
1207,599
219,46
100,599
321,489
289,27
955,559
321,27
880,197
33,360
510,31
218,489
292,448
661,507
805,559
884,360
1172,27
880,282
880,559
880,116
1172,64
661,489
585,31
551,489
434,489
1097,27
292,411
1207,27
1207,46
218,27
1207,526
441,360
994,27
880,86
959,46
733,153
1104,489
994,360
321,64
771,64
809,360
805,153
880,474
994,562
880,227
551,360
880,153
101,64
296,64
296,360
1207,489
551,64
1207,64
211,64
661,64
1172,562
441,64
1176,411
296,323
63,193
33,323
63,286
67,449
1176,448
211,360
1172,360
321,360
292,197
1097,64
296,562
321,323
101,360
990,116
990,271
661,323
1211,448
990,319
954,197
211,562
771,360
990,282
441,562
1211,271
959,27
990,234
990,197
211,323
661,562
1211,411
551,323
990,474
1207,562
33,193
321,562
1207,323
1207,360
67,411
1211,282
441,323
67,264
990,153
917,448
1104,323
292,263
990,79
917,289
33,286
292,153
1211,197
321,193
1172,323
661,360
67,467
661,193
951,360
108,323
922,193
67,86
959,64
1104,360
441,286
292,79
1097,562
771,323
764,562
292,116
1176,474
292,227
67,227
551,193
1100,197
1211,474
441,193
211,286
544,562
771,193
1176,234
325,448
1172,193
292,282
211,193
771,46
1211,79
922,267
1100,448
33,267
1176,263
1100,411
33,230
325,411
101,286
951,286
108,562
434,46
292,474
951,323
1176,153
1176,282
101,193
1176,116
1100,116
661,46
67,153
437,31
1100,271
1100,474
551,46
1211,116
661,286
771,230
321,286
1100,282
437,448
771,286
551,286
1100,234
33,157
437,411
1211,234
544,230
67,123
441,230
922,230
661,230
916,79
108,230
437,474
1211,153
1176,79
437,271
1100,79
211,230
325,271
325,474
321,230
1100,153
437,116
211,267
771,267
551,267
437,79
654,267
215,448
547,31
441,157
101,267
325,153
951,267
325,116
951,230
33,120
325,79
547,411
954,160
211,157
215,411
547,448
215,474
551,120
661,157
211,120
547,474
29,79
922,46
661,120
108,120
108,157
922,157
764,157
551,157
547,79
916,116
764,120
105,448
657,31
215,79
657,448
657,411
29,448
29,467
661,83
914,470
771,27
657,474
108,83
764,83
105,411
768,411
29,411
768,448
959,120
105,474
771,470
959,83
922,27
