X,Y
950,674
732,729
510,987
64,637
547,674
324,1078
842,932
730,1154
254,1006
510,875
472,711
510,1006
140,1061
324,912
176,1154
842,987
582,1061
842,950
547,1154
582,914
842,875
64,1154
178,729
140,914
917,1096
916,912
660,618
801,729
952,729
950,637
324,838
290,729
916,858
990,840
472,674
470,729
916,895
990,747
1173,875
660,1061
140,618
547,637
254,875
360,821
842,729
324,749
1028,875
435,875
324,875
324,1006
619,1117
324,858
1062,878
399,875
917,1063
1098,875
990,784
360,711
917,1115
290,875
545,729
324,950
660,1043
619,1098
582,840
324,1096
1137,711
324,803
950,1154
990,821
324,969
694,1043
212,729
324,655
916,875
1173,729
324,1115
399,729
1062,729
619,600
324,987
694,618
472,1154
918,969
694,1061
324,598
878,877
102,729
212,875
1028,729
324,895
1098,729
324,932
876,729
694,914
582,747
916,932
915,618
621,858
324,766
619,1080
1139,729
1137,674
360,674
619,1135
140,747
619,914
140,840
104,877
435,729
472,637
254,729
619,840
619,747
140,729
324,820
582,729
510,729
324,637
660,840
360,637
324,692
435,1024
619,895
324,786
582,784
358,729
619,618
660,914
621,950
917,1133
324,709
915,672
621,803
1062,1024
621,932
1028,1024
619,1043
619,655
621,766
619,1061
324,674
360,1154
619,692
803,877
621,969
621,987
915,655
1173,1024
621,729
324,1133
917,1043
324,1154
915,600
1137,637
917,803
694,729
917,766
290,1023
510,1023
660,729
621,1006
660,747
660,784
988,729
915,709
842,1023
918,987
1137,1154
694,784
1098,1023
694,747
694,840
140,784
212,1023
140,821
254,1023
399,1023
619,784
915,1006
915,637
582,821
582,711
730,877
990,674
990,711
64,877
990,1154
767,877
660,821
915,692
917,1025
619,711
140,711
916,840
990,637
176,877
619,821
547,877
694,821
660,711
950,877
582,637
140,674
582,674
915,747
694,711
660,674
140,637
582,1154
140,1154
694,674
472,877
619,637
660,637
694,637
619,674
619,1154
104,1024
360,877
694,1154
660,1154
878,1024
619,1024
917,1152
916,821
1137,877
803,1024
1209,877
767,1024
730,1024
990,877
140,877
64,1024
582,877
176,1025
694,877
660,877
803,582
950,1024
767,582
547,1024
730,582
64,582
1209,932
1209,987
1209,729
1209,895
1209,1006
1209,766
360,1024
104,582
1209,969
1209,950
1209,692
472,1025
1209,803
1209,858
1209,655
878,582
619,582
915,784
64,1171
1209,1135
1209,600
1137,1024
1209,1117
1209,1098
1209,1080
990,1024
254,582
399,582
1173,582
1098,582
176,582
1209,1061
290,582
1062,582
1209,1043
950,582
324,582
212,582
842,582
510,582
1028,582
435,582
1173,1171
582,1024
399,1171
290,1171
1098,1171
324,1171
140,1024
547,582
1209,618
878,1171
1062,1171
694,1024
435,1171
660,1024
104,1171
619,1171
767,1171
472,582
803,1171
254,1171
1209,914
510,1171
212,1171
1028,1171
730,1171
842,1171
30,803
30,655
1137,582
30,1006
30,858
30,692
29,1043
360,582
30,969
30,950
30,987
30,932
30,729
176,1171
547,1171
1209,747
917,1171
29,1061
30,766
29,1098
29,1080
1209,840
1209,784
29,1117
29,600
950,1171
29,1135
30,895
29,618
472,1171
29,914
1209,821
990,582
915,582
29,877
582,582
29,840
140,582
1209,711
29,747
360,1171
660,582
1209,674
694,582
1137,1171
29,784
1209,637
1209,1154
29,821
990,1171
28,1172
29,711
1210,581
29,674
29,637
1209,1024
29,1154
140,1171
28,581
582,1171
29,1024
660,1171
694,1171
1210,1172
