X,Y
2368,4429
1711,1638
1378,2533
1698,1728
1391,1477
1638,1814
1395,3166
1553,1466
1454,1639
1751,2612
1785,1850
1645,1528
1742,3219
1710,2175
1537,1996
1517,1769
1527,1520
1571,3278
1703,2015
1951,2570
1552,2902
1367,2209
1814,2325
1600,2239
1683,1784
1435,3166
1747,2602
1611,2399
1734,2582
1637,2608
1527,2374
1693,2987
1389,2973
1779,1606
1407,2436
1371,2145
1696,2997
1368,2253
1671,2014
1428,2272
1779,939
1547,2329
1570,3262
1599,2909
1746,2967
3345,611
1674,1478
3388,840
1340,2974
3346,807
2727,2272
1370,2581
1758,3256
1700,1615
1711,2058
1947,4133
1598,1655
1384,2486
1579,1688
1732,1878
1771,2791
1571,2315
1387,902
1708,2918
1743,430
2794,4313
1831,1782
1746,205
1720,1992
1740,1574
1727,2573
1805,2320
1355,2636
1886,4297
1575,1593
3180,380
1553,1492
1696,1764
1429,2551
1441,1616
1419,2450
1741,1991
1744,1662
1418,2543
1417,2483
1770,1618
3380,848
1723,2806
1709,2195
1682,1733
1754,3168
1761,1520
1384,1720
2805,3669
1731,1970
1385,1499
1899,3939
2750,4027
1603,1542
1657,3178
2574,3979
1346,2941
1426,2726
1719,2934
1656,2989
1491,2136
3435,668
2552,3347
3246,200
2375,2793
1460,1712
1667,1789
1701,2469
1690,1924
1834,1794
1432,1496
3012,4306
3164,4002
1471,1810
1759,2204
1462,2775
2383,4080
1351,2658
1403,2780
794,1817
1618,2376
1787,2960
1631,2683
1516,2716
3328,3724
1641,1795
1655,2364
1588,1453
1926,75
1362,2343
3438,866
1740,1607
1603,2898
1608,1516
932,2108
1685,1710
1381,1933
1415,896
778,4227
2123,1543
1548,2371
2945,2991
1384,1768
1760,1627
1761,1659
3049,3773
1404,2754
1408,258
1807,2925
1487,1872
1495,2772
1505,1950
1626,1522
442,1529
1535,2870
1804,2696
1724,1724
1370,2966
1627,1512
691,4288
1399,2834
1801,2905
1646,145
884,238
1463,2426
1408,1884
1754,434
1607,2363
1622,2463
1455,3024
1796,3140
1426,2080
1822,2910
1634,3294
1432,2495
1360,2429
1380,2107
1811,2833
1414,136
1660,2243
2749,3892
1626,1541
1594,2892
1595,2444
3161,895
1495,2525
1361,2959
1602,1524
3340,3204
1378,3939
1395,2129
1931,50
1687,1934
2521,3269
1841,1852
1664,2226
1563,2918
1894,3673
1689,2837
1535,2998
1885,11
2590,4087
1887,4573
1386,2688
770,416
1623,3262
1860,185
1436,1648
1835,2462
1768,1595
1753,2213
1794,2660
1439,2481
1458,1525
1663,2830
3369,3696
3374,579
1688,4107
1565,2908
1491,3242
1959,503
1665,4027
1458,1513
3410,844
1887,31
1773,1720
1608,2345
1707,2762
3082,2355
1678,2829
1670,79
1622,2691
1772,2210
628,3997
1641,1548
1904,44
3141,326
1572,1872
1530,359
1714,2092
2275,3524
1631,2419
1482,2052
1560,3002
1389,1607
1402,1439
2572,2163
1611,1552
2208,766
2593,3
1611,2687
1792,2011
1710,1762
1642,1880
1408,1632
1804,3841
1749,1590
1540,2359
1700,4335
1504,3282
3395,3706
1764,2040
1970,512
3411,3368
1676,1926
1399,2082
1376,906
1668,2845
1355,2510
1768,2225
2899,4536
2072,3806
1383,1977
1658,1354
