Ponto A, Ponto B, Distância
12,24,901.0715842817373
12,25,327.8078705583501
13,14,589.0
13,15,658.745777975085
13,16,328.7019926924691
13,17,835.8050011814956
13,18,591.0
13,19,417.19300090006305
13,20,886.000564333906
13,21,989.2365743339659
13,22,296.00168918436935
13,23,531.4028603611388
13,24,660.0878729381415
13,25,1064.4698210846561
14,15,295.0
14,16,530.8483775994799
14,17,593.0
14,18,834.3872002853351
14,19,416.4864943788694
14,20,1064.4698210846561
14,21,897.1254092934834
14,22,660.0878729381415
14,23,329.59672328468315
14,24,296.00168918436935
14,25,886.000564333906
15,16,736.4000271591522
15,17,298.0
15,18,659.1942050716162
15,19,659.1934465693663
15,20,835.0934079490748
15,21,608.0370054527931
15,22,835.0934079490748
15,23,608.0370054527931
15,24,591.0008460230831
15,25,591.0008460230831
16,17,991.0262357778425
16,18,897.1254092934834
16,19,148.00337833982033
16,20,1189.2451387329695
16,21,1215.346041257386
16,22,148.0135128966271
16,23,295.0016949103852
16,24,443.00451464968165
16,25,1260.4162011018425
17,18,589.0033955759508
17,19,935.4036561827198
17,20,658.7480550255917
17,21,326.91436187478826
17,22,1066.9681344820003
17,23,900.0849959864902
17,24,889.0005624295184
17,25,293.00170647967224
18,19,933.8206465911964
18,20,295.0016949103852
18,21,530.8483775994799
18,22,887.0005636976788
18,23,990.1313044238123
18,24,1065.3023045126674
18,25,659.6400533624379
19,20,1217.529055094785
19,21,1189.1211040091753
19,22,296.00168918436935
19,23,147.0
19,24,295.0016949103852
19,25,1217.2863262191029
20,21,443.00112866673373
20,22,1182.0
20,23,1261.352448762835
20,24,1321.5161747023758
20,25,591.0
21,22,1261.352448762835
21,23,1180.0
21,24,1190.2373712835604
21,25,148.00337833982033
22,23,443.00112866673373
22,24,591.0
22,25,1321.5161747023758
23,24,148.00337833982033
23,25,1190.2373712835604
24,25,1182.0
