Ponto A,Ponto B,Distância
1,2,1181.0
1,3,1321.0696423731792
1,4,591.0
1,5,1241.2977080458982
2,3,592.0
2,4,1320.6218232332828
2,5,302.87456149369825
3,4,1181.0004233699494
3,5,290.91063920042524
4,5,1238.199095460823
