Ponto A,Ponto B,Distância
1,2,1434.5786837953503
1,3,902.3314246993729
1,4,364.3103072931097
1,5,341.76014981270123
1,6,1674.4778290559716
1,7,1693.97550159381
1,8,1589.5499363027259
1,9,1559.0320715110386
1,10,1484.2668223739288
1,11,988.0748959466584
1,12,736.144007650677
1,13,757.2608533391912
1,14,483.8026457141383
1,15,315.2459357390671
1,16,148.00337833982033
1,17,214.98139454380697
1,18,297.8657415682441
1,19,157.08914666519772
1,20,212.8497122384712
1,21,1155.915654362376
1,22,1545.740275725518
1,23,1497.3109229548818
1,24,1136.479212304387
1,25,492.26009385283305
1,26,457.0525133942488
1,27,92.9623579735368
1,28,1587.5040157429523
1,29,1550.4131707386905
1,30,975.1210181305703
1,31,1632.127446004141
1,32,1526.843148460247
1,33,811.1997287967988
1,34,1093.8139695578952
1,35,1622.0964829503823
1,36,1190.0420160649792
1,37,880.1550999681817
1,38,1577.857091120739
1,39,570.7372425205841
1,40,1021.0176296225252
1,41,1227.5426672828933
1,42,1165.6864930160252
1,43,973.0621768417474
1,44,1603.0299435756026
1,45,602.0008305642111
1,46,900.222194794152
1,47,589.5600054277767
1,48,333.2641594891356
1,49,1616.0708524071586
1,50,1474.1414450452169
1,51,1397.2920238804772
1,52,1287.1713172689952
1,53,1188.3067785719309
1,54,1102.6014692535105
1,55,1071.9039136042
1,56,837.311172742846
1,57,763.9666223075455
1,58,752.4287341668977
1,59,460.3531253288067
1,60,432.4187785006567
1,61,1402.7979184472722
1,62,1323.5172836045626
1,63,713.5110370554894
1,64,715.3097231269822
1,65,457.98362416138855
1,66,1511.0847097366845
1,67,651.9202405202649
1,68,1069.6261028976435
1,69,1281.4511305547317
1,70,1072.0377791850435
1,71,794.6936516671062
1,72,1382.661563796434
1,73,1304.3350796478642
1,74,1527.0003274393887
1,75,880.5657272458428
1,76,1044.1077530599991
1,77,897.3850901368933
1,78,1422.3378642221405
1,79,1138.2732536610004
1,80,1015.4851057499563
1,81,28.861739379323623
1,82,290.1465147128257
1,83,1649.5347829009245
1,84,1444.3545271158325
1,85,1376.5293313257077
1,86,1309.485776936886
1,87,671.8935927659975
1,88,203.66639388961548
1,89,324.1249758966439
1,90,177.55280904564702
1,91,1663.8007693230581
1,92,1502.1351470490263
1,93,1435.0588838093022
1,94,1417.6099604616215
1,95,1336.2907617730507
1,96,1334.5935710919637
1,97,1237.2526015329288
1,98,1268.2941299241277
1,99,1241.1256987106503
1,100,1118.0022361337208
1,101,993.4913185327791
1,102,871.80043587968
1,103,794.5136877360893
1,104,1414.4486558373196
1,105,711.9613753568377
1,106,623.0
1,107,136.02940858505562
1,108,1016.9095338327791
1,109,548.6638315034079
1,110,1588.5842753848472
1,111,1358.7994701205914
1,112,1492.1461054467823
1,113,1209.1058679867533
1,114,72.94518489934754
1,115,1497.4314675470127
1,116,1349.518432626987
1,117,1092.3003250022405
1,118,1528.1312116438169
1,119,1522.3747895968324
1,120,1372.0932912888977
1,121,565.2910754646672
1,122,387.85822151915255
1,123,98.47842403288143
1,124,1661.693413358794
1,125,1397.0261271715715
1,126,1357.619239698672
1,127,1060.2834526672573
1,128,999.6224287199642
1,129,855.3046240960001
1,130,1249.5391150340192
1,131,1197.8852198770965
1,132,1599.0012507812494
1,133,1343.525213756705
1,134,1326.4754049736466
1,135,1229.0227825390382
1,136,1198.3509502645709
1,137,1181.058846967415
1,138,1037.9132911760983
1,139,1040.663250047776
1,140,1050.9291127378667
1,141,1244.1241899424672
1,142,426.01643160798386
1,143,703.6646928758043
1,144,1527.7359064969312
1,145,1553.3093703444913
1,146,1708.762417657879
1,147,1482.066125380376
1,148,1353.2922818075924
1,149,1296.780629096533
1,150,1608.7958229682224
1,151,1630.6811460245685
1,152,1416.7515660834824
1,153,1304.0751512087024
1,154,1195.1108735175997
1,155,1155.006926386158
1,156,923.4419310384384
1,157,838.2153661201875
1,158,824.3494404680578
1,159,665.0608994671089
1,160,451.558412611259
1,161,314.47257432087775
1,162,101.17806086301516
1,163,119.0
1,164,195.04102132628407
1,165,187.42731924668826
1,166,1692.0171393930973
1,167,1675.8192026588072
1,168,1603.3480595304316
1,169,1485.3770565078753
1,170,1478.194845072868
1,171,1454.4455988451407
1,172,1377.1176420335337
1,173,1370.1828345151607
1,174,1315.5029456447446
1,175,1324.3141621231723
1,176,1282.0471910191138
1,177,1287.164713624484
1,178,1213.639567581743
1,179,1235.216580199602
1,180,1189.7449306469014
1,181,1140.1096438500992
1,182,1008.5896093059853
1,183,971.3135436098892
1,184,921.7689515274421
1,185,846.7473058711199
1,186,703.3135858207205
1,187,558.1514131487978
1,188,553.1148162904335
1,189,541.6761024819168
1,190,438.85418990821995
1,191,424.4172475288911
1,192,316.00158227451965
1,193,307.405269961333
1,194,246.67590072806058
1,195,242.92385638302386
1,196,86.09297300012354
1,197,80.05623023850174
1,198,383.90884334695915
1,199,221.45202640752692
1,200,122.87391912037315
1,201,247.34186867572583
1,202,1255.8124860025878
1,203,253.899586451022
1,204,1217.1544684221474
1,205,441.3671940686122
1,206,839.621938731951
1,207,396.41518638921997
1,208,168.14577009250038
1,209,1437.2741561720227
1,210,940.6731632187665
1,211,1326.2597784747904
1,212,1299.9619225192714
1,213,1281.2685120613867
1,214,991.6904759046545
1,215,663.5495460024067
1,216,830.6262697507225
1,217,1458.0438950868386
1,218,1253.831328369171
1,219,1125.0475545504733
1,220,991.7550100705315
1,221,909.5284492526883
1,222,1582.5157187213024
1,223,1268.8845495158337
1,224,1111.298339780997
1,225,999.544896440375
1,226,558.0573447236404
1,227,1416.2400926396626
1,228,966.5112518744932
1,229,548.1094781154583
1,230,433.68306399950643
1,231,1497.7556543041326
1,232,1638.7031457832745
1,233,821.195470031344
1,234,114.23221962301179
1,235,1153.3191232265249
1,236,950.965824832838
1,237,946.0258981655841
1,238,1475.3745287214363
1,239,1450.5398994857053
1,240,1569.293152983215
