Ponto A,Ponto B,Distância
1,2,403.97648446413314
1,3,505.11384855297723
1,4,556.1726350693641
1,5,91.92388155425118
1,6,116.91449867317569
1,7,685.1685923916829
1,8,569.4040744497706
1,9,477.5740780235041
1,10,380.8674310045426
1,11,491.4712606043206
1,12,223.2129028528593
1,13,187.92551716038992
1,14,203.17972339778396
1,15,431.19485154625863
1,16,183.46116755324545
1,17,773.7312194812873
1,18,359.2895768040036
1,19,149.88328792764054
1,20,265.7461194448566
1,21,668.7877092172074
1,22,711.6656518337808
1,23,323.86725675807367
1,24,232.07757323791543
1,25,68.0
1,26,213.43148783626094
1,27,281.6558183315232
1,28,458.5193561890272
1,29,343.5462123208463
1,30,302.0198668962027
1,31,529.4572692862002
1,32,387.2182846922392
1,33,553.971118380733
1,34,399.54599234631297
1,35,247.19425559668656
1,36,411.58838661944776
1,37,576.2256502447631
1,38,231.05410621756974
1,39,419.98690455774926
1,40,548.3584594040653
1,41,393.4488530927495
1,42,483.5959056898642
1,43,600.3332407921454
1,44,242.46443038103547
1,45,373.6308338453881
1,46,407.3548821359577
1,47,401.84200875468457
1,48,423.55755216971403
1,49,794.8465260665105
1,50,661.6350958043263
1,51,183.04371062672436
1,52,208.19462048765814
1,53,239.45354455509738
1,54,423.5717176582969
1,55,532.0150373814635
1,56,352.56346946330103
1,57,362.0635303368733
1,58,310.4383996866367
1,59,224.51725991557976
1,60,292.0616373302047
1,61,275.94383486499567
1,62,285.74814085134483
1,63,267.8077668776617
1,64,256.7372197403407
1,65,127.62444906835053
1,66,496.7917068550964
1,67,793.2326266613093
1,68,74.94664769020693
1,69,761.998687662912
1,70,727.0467660336576
1,71,145.3994497926316
1,72,282.07268566807386
1,73,633.5147985643272
1,74,670.862131887022
1,75,708.2972539831
1,76,689.9101390760974
1,77,319.90779921721196
1,78,766.5931124136193
1,79,291.5784628534831
1,80,447.21918563496354
1,81,438.4883122729727
1,82,365.3833603217311
1,83,611.0490978636659
1,84,160.15305179733542
1,85,433.36474245143665
1,86,514.5337695428747
1,87,546.1584019311614
1,88,533.1660154210881
1,89,497.3228327756529
1,90,329.07445965920846
1,91,483.18216026670524
1,92,513.4393829849829
1,93,473.6348804722895
1,94,507.6780475852782
